Time (s),Main Avg Current (mA),Main Avg Voltage (V)
158.9220,0,2.9975
158.9240,-0.002,2.9985
158.9260,0.008,2.9975
158.9280,0.008,2.9975
158.9300,0.006,2.9975
158.9320,0.006,2.9975
158.9340,0.008,2.9985
158.9360,0.008,2.9975
158.9380,0.014,2.9985
158.9400,0.006,2.9975
158.9420,0.008,2.9985
158.9440,0,2.9975
158.9460,0.012,2.9975
158.9480,-0.002,2.9975
158.9500,0.008,2.997
158.9520,0.014,2.9975
158.9540,0.004,2.9975
158.9560,0.016,2.9985
158.9580,0.006,2.9975
158.9600,0.012,2.9975
158.9620,0.17,2.9985
158.9640,0.012,2.9975
158.9660,0.008,2.997
158.9680,0.006,2.9975
158.9700,0.012,2.9975
158.9720,0.008,2.9975
158.9740,0.014,2.9975
158.9760,0.014,2.9975
158.9780,0.006,2.9985
158.9800,0.012,2.9975
158.9820,0.014,2.9975
158.9840,0.012,2.9975
158.9860,0.012,2.997
158.9880,0.008,2.9975
158.9900,0.016,2.9975
158.9920,0.022,2.9985
158.9940,0.006,2.9985
158.9960,0.012,2.9975
158.9980,0.006,2.9985
159.0000,0.008,2.9985
159.0020,0.008,2.9975
159.0040,0.006,2.9975
159.0060,0.008,2.9975
159.0080,0.004,2.997
159.0100,0.014,2.9975
159.0120,0.008,2.9975
159.0140,0.004,2.997
159.0160,0.008,2.9975
159.0180,0.008,2.9975
159.0200,0.004,2.9975
159.0220,0.012,2.9975
159.0240,0,2.997
159.0260,0.006,2.9985
159.0280,0.014,2.997
159.0300,0.006,2.997
159.0320,0.004,2.9975
159.0340,0.012,2.9975
159.0360,0.012,2.9975
159.0380,0.016,2.9975
159.0400,0.004,2.9975
159.0420,0.008,2.9975
159.0440,0.008,2.997
159.0460,0.02,2.9975
159.0480,0.014,2.9985
159.0500,0.008,2.997
159.0520,0.006,2.9975
159.0540,0.004,2.9975
159.0560,0.012,2.9975
159.0580,0.004,2.9975
159.0600,0.006,2.9975
159.0620,0.004,2.9975
159.0640,0.014,2.9975
159.0660,0,2.9975
159.0680,0.008,2.9975
159.0700,0.012,2.9975
159.0720,0.004,2.9975
159.0740,0.006,2.9975
159.0760,0.004,2.9975
159.0780,0.012,2.9985
159.0800,0.004,2.9975
159.0820,0.014,2.9975
159.0840,0.006,2.9975
159.0860,0.006,2.997
159.0880,0.008,2.997
159.0900,0.006,2.9975
159.0920,0.016,2.9975
159.0940,0.012,2.997
159.0960,0.004,2.997
159.0980,0.004,2.9975
159.1000,0.012,2.9975
159.1020,0.004,2.9975
159.1040,0.008,2.997
159.1060,0.014,2.9975
159.1080,0.014,2.9975
159.1100,0.008,2.9985
159.1120,0.006,2.9975
159.1140,0,2.997
159.1160,0.006,2.9975
159.1180,-0.002,2.997
159.1200,0.006,2.9975
159.1220,0.012,2.9975
159.1240,0.004,2.997
159.1260,0.008,2.9975
159.1280,0.008,2.9975
159.1300,0.012,2.9975
159.1320,0.012,2.9975
159.1340,0.012,2.9975
159.1360,0.014,2.9975
159.1380,0.012,2.9985
159.1400,0.012,2.9975
159.1420,0.004,2.9975
159.1440,0.2,2.997
159.1460,0,2.9975
159.1480,0,2.9975
159.1500,0.012,2.997
159.1520,0.008,2.997
159.1540,0.004,2.997
159.1560,0.006,2.9975
159.1580,0.004,2.9975
159.1600,0,2.9975
159.1620,0.008,2.9975
159.1640,0.008,2.9975
159.1660,0.012,2.9975
159.1680,0.008,2.9975
159.1700,0.014,2.9975
159.1720,0.004,2.9975
159.1740,0.006,2.9975
159.1760,0.012,2.9975
159.1780,0.006,2.9975
159.1800,0.008,2.999
159.1820,0.006,2.997
159.1840,0.008,2.9975
159.1860,0.008,2.997
159.1880,0.004,2.9975
159.1900,0.192,2.9975
159.1920,0.006,2.9985
159.1940,0.014,2.9975
159.1960,0.004,2.9975
159.1980,0,2.9975
159.2000,0.004,2.9975
159.2020,0,2.9975
159.2040,0.006,2.9975
159.2060,0.008,2.997
159.2080,0.004,2.9975
159.2100,0.006,2.997
159.2120,0,2.9975
159.2140,0.012,2.9975
159.2160,0.008,2.9975
159.2180,0.006,2.9985
159.2200,0.008,2.9985
159.2220,0.008,2.9975
159.2240,0.008,2.997
159.2260,0.004,2.9975
159.2280,0.014,2.9975
159.2300,0.006,2.9975
159.2320,0.008,2.9985
159.2340,0.006,2.997
159.2360,0.194,2.9975
159.2380,0.012,2.9975
159.2400,0.014,2.9975
159.2420,0.006,2.9975
159.2440,0.008,2.9975
159.2460,0.006,2.997
159.2480,0.008,2.997
159.2500,0.008,2.9975
159.2520,0.012,2.9985
159.2540,0.014,2.9975
159.2560,0.014,2.9975
159.2580,0.014,2.9975
159.2600,0.008,2.9975
159.2620,0.008,2.9985
159.2640,0.014,2.9975
159.2660,0.006,2.9975
159.2680,0.008,2.9975
159.2700,0.006,2.9985
159.2720,0.004,2.9975
159.2740,0.006,2.9975
159.2760,0.006,2.9975
159.2780,0.006,2.997
159.2800,0.014,2.997
159.2820,0.214,2.9975
159.2840,0.008,2.9975
159.2860,0.012,2.9975
159.2880,0.012,2.997
159.2900,0.008,2.9975
159.2920,0.008,2.9975
159.2940,0.006,2.9975
159.2960,0.012,2.997
159.2980,0.008,2.997
159.3000,0.012,2.997
159.3020,0.006,2.9975
159.3040,0.006,2.9975
159.3060,0.006,2.9975
159.3080,0.012,2.9975
159.3100,0.006,2.997
159.3120,0.006,2.9975
159.3140,0.012,2.9975
159.3160,0.004,2.997
159.3180,0.006,2.9975
159.3200,0.008,2.9975
159.3220,0.004,2.9975
159.3240,0.006,2.9975
159.3260,0.008,2.997
159.3280,0.02,2.9985
159.3300,0.008,2.9975
159.3320,0,2.9975
159.3340,0,2.9975
159.3360,0.008,2.9985
159.3380,0.006,2.9985
159.3400,0,2.997
159.3420,0,2.9975
159.3440,0.006,2.9975
159.3460,0.004,2.9975
159.3480,0.008,2.9975
159.3500,0.006,2.9975
159.3520,0.014,2.9985
159.3540,0.008,2.997
159.3560,0.004,2.9985
159.3580,0.006,2.9975
159.3600,0,2.9975
159.3620,0.006,2.9975
159.3640,0.006,2.9975
159.3660,0.012,2.9975
159.3680,0.006,2.9975
159.3700,0.014,2.9975
159.3720,0.014,2.9975
159.3740,0.008,2.9985
159.3760,0.008,2.9975
159.3780,0.012,2.997
159.3800,0.008,2.9975
159.3820,0.006,2.997
159.3840,0.004,2.9985
159.3860,0,2.997
159.3880,0.012,2.9985
159.3900,0.012,2.9975
159.3920,0.008,2.9975
159.3940,0.008,2.9975
159.3960,0.014,2.9975
159.3980,0.004,2.9975
159.4000,0,2.997
159.4020,0.008,2.999
159.4040,0.008,2.997
159.4060,0.006,2.997
159.4080,0.006,2.9985
159.4100,0.008,2.997
159.4120,0.006,2.9975
159.4140,0.006,2.9975
159.4160,0.008,2.9975
159.4180,0.008,2.9975
159.4200,0.008,2.9975
159.4220,0.006,2.9985
159.4240,0.012,2.9975
159.4260,0.006,2.9975
159.4280,0.014,2.9975
159.4300,0.006,2.9975
159.4320,0.004,2.9975
159.4340,0.008,2.9975
159.4360,0.012,2.9975
159.4380,0.012,2.997
159.4400,0.012,2.9985
159.4420,0.014,2.9975
159.4440,0.004,2.9975
159.4460,0.014,2.9975
159.4480,0.008,2.9975
159.4500,0.006,2.9975
159.4520,0.008,2.9975
159.4540,0.004,2.9975
159.4560,0.004,2.9975
159.4580,0.006,2.997
159.4600,0.008,2.9985
159.4620,0.014,2.9975
159.4640,0.004,2.9975
159.4660,0.006,2.997
159.4680,0,2.9975
159.4700,0.008,2.9975
159.4720,0.004,2.997
159.4740,0.012,2.997
159.4760,0.012,2.9965
159.4780,0.006,2.997
159.4800,0.008,2.9975
159.4820,0.006,2.9975
159.4840,0.014,2.9975
159.4860,0.004,2.997
159.4880,0.004,2.9975
159.4900,0.012,2.9985
159.4920,0.012,2.9975
159.4940,0.008,2.9975
159.4960,0.004,2.997
159.4980,0.012,2.9985
159.5000,0.004,2.9975
159.5020,0.008,2.9985
159.5040,0.012,2.9975
159.5060,0.008,2.999
159.5080,0,2.997
159.5100,0.008,2.9985
159.5120,0.004,2.9975
159.5140,0.006,2.997
159.5160,0.012,2.9975
159.5180,0.008,2.9975
159.5200,0.014,2.9975
159.5220,0.012,2.9975
159.5240,0.006,2.997
159.5260,0.012,2.9975
159.5280,0.006,2.9985
159.5300,0.008,2.9975
159.5320,0.008,2.9985
159.5340,0.008,2.9985
159.5360,0.004,2.997
159.5380,0.004,2.9985
159.5400,0.012,2.9975
159.5420,0.008,2.9985
159.5440,0.012,2.9975
159.5460,0.012,2.9985
159.5480,0.004,2.997
159.5500,0.008,2.9975
159.5520,0.012,2.9985
159.5540,0.012,2.9975
159.5560,0.004,2.9985
159.5580,0.012,2.9975
159.5600,0.006,2.9975
159.5620,0.008,2.9975
159.5640,0.004,2.9975
159.5660,0.012,2.9975
159.5680,0.012,2.9975
159.5700,0.006,2.9975
159.5720,0.004,2.997
159.5740,0.008,2.9975
159.5760,0.016,2.9975
159.5780,0.004,2.9975
159.5800,0.012,2.9985
159.5820,0,2.9975
159.5840,0.014,2.9975
159.5860,0.006,2.997
159.5880,0.008,2.9975
159.5900,0.008,2.997
159.5920,0.008,2.9985
159.5940,0.012,2.9985
159.5960,0,2.997
159.5980,0.008,2.9985
159.6000,0.006,2.9975
159.6020,0.012,2.9975
159.6040,-0.002,2.997
159.6060,0.008,2.9975
159.6080,0.004,2.9975
159.6100,0.004,2.9975
159.6120,0.006,2.9985
159.6140,0.008,2.9975
159.6160,0.016,2.997
159.6180,0.004,2.9975
159.6200,0.008,2.9985
159.6220,0.008,2.997
159.6240,0.008,2.997
159.6260,0.008,2.9985
159.6280,0.008,2.9985
159.6300,0.006,2.997
159.6320,0.006,2.9985
159.6340,0,2.997
159.6360,0.004,2.997
159.6380,0.016,2.9985
159.6400,0.004,2.9985
159.6420,0.202,2.9985
159.6440,0.004,2.9975
159.6460,0.006,2.9975
159.6480,0.006,2.997
159.6500,0,2.9975
159.6520,0.004,2.9975
159.6540,0.008,2.9975
159.6560,0.012,2.9975
159.6580,0.012,2.9975
159.6600,0.014,2.9975
159.6620,0.016,2.9975
159.6640,0.006,2.9985
159.6660,0.008,2.9975
159.6680,0.006,2.9975
159.6700,0.006,2.997
159.6720,0.004,2.9975
159.6740,0.008,2.9975
159.6760,0.008,2.9975
159.6780,0.006,2.9975
159.6800,0,2.9975
159.6820,0.014,2.9975
159.6840,0.006,2.9975
159.6860,0.004,2.9975
159.6880,0.014,2.9985
159.6900,0.012,2.9975
159.6920,0.004,2.9975
159.6940,0.006,2.9975
159.6960,0.006,2.997
159.6980,0.01,2.9985
159.7000,0.01,2.9985
159.7020,0.01,2.9985
159.7040,0.002,2.9975
159.7060,0.008,2.9985
159.7080,0.004,2.9975
159.7100,0.008,2.9975
159.7120,0.004,2.9975
159.7140,0.004,2.9975
159.7160,0.008,2.9985
159.7180,0.008,2.9975
159.7200,0.012,2.9985
159.7220,0.004,2.9985
159.7240,0.004,2.9975
159.7260,0,2.9975
159.7280,0.008,2.9975
159.7300,0.002,2.9975
159.7320,0.008,2.9975
159.7340,0.004,2.9985
159.7360,0.008,2.9975
159.7380,0.008,2.997
159.7400,0.004,2.9975
159.7420,0.008,2.9985
159.7440,0.004,2.9985
159.7460,0.004,2.9975
159.7480,0,2.9985
159.7500,0.008,2.997
159.7520,0.004,2.9975
159.7540,0.004,2.9975
159.7560,0.002,2.9985
159.7580,0.008,2.997
159.7600,0.004,2.9975
159.7620,0.008,2.9985
159.7640,0.012,2.9975
159.7660,0.004,2.997
159.7680,0.008,2.997
159.7700,0.004,2.9975
159.7720,0.008,2.997
159.7740,0.01,2.9975
159.7760,0,2.9975
159.7780,0.002,2.997
159.7800,0.008,2.9985
159.7820,0.004,2.9975
159.7840,0.004,2.9975
159.7860,0.002,2.9975
159.7880,0.004,2.9975
159.7900,0,2.9975
159.7920,0.012,2.9985
159.7940,0.004,2.9975
159.7960,0,2.9975
159.7980,0.002,2.9975
159.8000,0.008,2.9985
159.8020,0.01,2.9975
159.8040,0.002,2.9985
159.8060,0.016,2.9975
159.8080,0.008,2.9975
159.8100,0.01,2.9975
159.8120,0.004,2.9975
159.8140,0.01,2.9975
159.8160,0.004,2.997
159.8180,0.002,2.9975
159.8200,0.01,2.9985
159.8220,0.002,2.9985
159.8240,0.002,2.9975
159.8260,0.008,2.9975
159.8280,0.002,2.9985
159.8300,0.002,2.9975
159.8320,0.002,2.9975
159.8340,0.004,2.9975
159.8360,0,2.997
159.8380,0.002,2.9975
159.8400,0.016,2.9975
159.8420,0.01,2.9975
159.8440,0.002,2.9975
159.8460,0.008,2.9985
159.8480,0.004,2.997
159.8500,0.016,2.9975
159.8520,0.004,2.9975
159.8540,0.01,2.9975
159.8560,0.008,2.9975
159.8580,0,2.9975
159.8600,0.01,2.9975
159.8620,-0.002,2.9985
159.8640,0.004,2.9985
159.8660,0.01,2.9975
159.8680,0.01,2.9975
159.8700,0.01,2.9975
159.8720,0.004,2.9985
159.8740,0.01,2.9975
159.8760,0.01,2.9975
159.8780,0,2.9975
159.8800,0.008,2.9975
159.8820,0.002,2.9985
159.8840,0.004,2.9975
159.8860,0.012,2.9975
159.8880,0.008,2.997
159.8900,0.01,2.9975
159.8920,0.01,2.9975
159.8940,0.008,2.9985
159.8960,0.204,2.9975
159.8980,0.01,2.997
159.9000,0.008,2.9975
159.9020,0.008,2.9985
159.9040,0.008,2.9975
159.9060,0.008,2.9985
159.9080,0.01,2.9975
159.9100,0.008,2.997
159.9120,0,2.9975
159.9140,0.004,2.9975
159.9160,0.004,2.9975
159.9180,0.004,2.9975
159.9200,0.01,2.9975
159.9220,0,2.9975
159.9240,0.01,2.9975
159.9260,0.004,2.9975
159.9280,0.012,2.9975
159.9300,0.01,2.9975
159.9320,0.002,2.9985
159.9340,0.008,2.9975
159.9360,0.01,2.9975
159.9380,0.002,2.9975
159.9400,0.012,2.9975
159.9420,0.204,2.9975
159.9440,0.008,2.9975
159.9460,0.004,2.9975
159.9480,0.002,2.997
159.9500,0.01,2.9975
159.9520,0.008,2.9985
159.9540,0.008,2.9985
159.9560,0.008,2.9975
159.9580,0.004,2.9975
159.9600,0.004,2.9975
159.9620,0.012,2.9975
159.9640,0.008,2.9975
159.9660,0.004,2.9975
159.9680,0.01,2.997
159.9700,0.008,2.9975
159.9720,0.01,2.9985
159.9740,0.008,2.9985
159.9760,0.008,2.9975
159.9780,0.004,2.9975
159.9800,0.002,2.9985
159.9820,0.01,2.9975
159.9840,0.004,2.997
159.9860,0.004,2.9975
159.9880,0.004,2.9985
159.9900,0.008,2.9975
159.9920,0.004,2.997
159.9940,0.008,2.9975
159.9960,0.01,2.9975
159.9980,0.002,2.9975
160.0000,0.002,2.9975
160.0020,0.008,2.9975
160.0040,0.01,2.9975
160.0060,0.012,2.9975
160.0080,0.002,2.9975
160.0100,0.004,2.9975
160.0120,0.01,2.997
160.0140,0.01,2.9975
160.0160,0.008,2.9975
160.0180,0.002,2.9985
160.0200,0.004,2.9975
160.0220,0.008,2.9975
160.0240,0.004,2.9975
160.0260,-0.002,2.9975
160.0280,0,2.997
160.0300,0.01,2.997
160.0320,0.008,2.9985
160.0340,0.192,2.9975
160.0360,0.004,2.9975
160.0380,0.004,2.9975
160.0400,0.004,2.9975
160.0420,0.01,2.9975
160.0440,0.008,2.9975
160.0460,0.012,2.9985
160.0480,0.002,2.9975
160.0500,0.002,2.9975
160.0520,0.004,2.997
160.0540,-0.002,2.9975
160.0560,0.002,2.9975
160.0580,0.004,2.997
160.0600,0.012,2.9975
160.0620,0.008,2.9975
160.0640,0.008,2.9975
160.0660,0.004,2.9975
160.0680,0.01,2.9975
160.0700,0.004,2.9985
160.0720,0.004,2.9975
160.0740,0.01,2.9975
160.0760,0.012,2.9975
160.0780,0.004,2.9975
160.0800,0.008,2.997
160.0820,0.004,2.9985
160.0840,0.012,2.9975
160.0860,0.004,2.9975
160.0880,0.004,2.9975
160.0900,0.002,2.9975
160.0920,0.008,2.9975
160.0940,0,2.997
160.0960,0.008,2.9975
160.0980,0.01,2.9975
160.1000,0.012,2.9985
160.1020,0.008,2.9975
160.1040,0.008,2.9975
160.1060,0.012,2.9975
160.1080,0.008,2.997
160.1100,0.004,2.9985
160.1120,0.01,2.9975
160.1140,0.01,2.9985
160.1160,0.004,2.9975
160.1180,0.01,2.9975
160.1200,0.012,2.997
160.1220,0.004,2.997
160.1240,0.008,2.9975
160.1260,0.2,2.997
160.1280,0.008,2.9975
160.1300,0.004,2.9975
160.1320,0.002,2.997
160.1340,0.01,2.9975
160.1360,0.004,2.9975
160.1380,0.008,2.9975
160.1400,0.01,2.9985
160.1420,0,2.9965
160.1440,0.002,2.997
160.1460,0.004,2.9975
160.1480,0.008,2.9975
160.1500,0.012,2.997
160.1520,0.008,2.997
160.1540,-0.002,2.997
160.1560,0.002,2.9985
160.1580,0.004,2.9975
160.1600,0.004,2.9985
160.1620,0.008,2.9975
160.1640,0.002,2.9975
160.1660,0.008,2.9985
160.1680,0.012,2.9985
160.1700,0.008,2.9975
160.1720,0.008,2.9975
160.1740,0.01,2.9975
160.1760,0,2.9975
160.1780,-0.002,2.9975
160.1800,0.01,2.9985
160.1820,0.01,2.9975
160.1840,0.008,2.9975
160.1860,0.01,2.9975
160.1880,0.004,2.9975
160.1900,0.008,2.9975
160.1920,0.01,2.9985
160.1940,0.01,2.9975
160.1960,0,2.9975
160.1980,0.004,2.9975
160.2000,0.008,2.9975
160.2020,0.002,2.9975
160.2040,0.012,2.9975
160.2060,0.004,2.9975
160.2080,0.01,2.997
160.2100,0.01,2.9975
160.2120,0.004,2.9985
160.2140,0.004,2.9975
160.2160,0.002,2.9975
160.2180,0.008,2.9985
160.2200,0.008,2.9975
160.2220,0.016,2.9975
160.2240,0.004,2.9975
160.2260,0,2.9975
160.2280,0.01,2.9975
160.2300,0.01,2.9975
160.2320,0.004,2.9975
160.2340,0.002,2.9975
160.2360,0.008,2.9975
160.2380,0.002,2.9975
160.2400,0.008,2.9975
160.2420,0.002,2.9975
160.2440,0.004,2.9975
160.2460,0.004,2.9975
160.2480,0.008,2.997
160.2500,0.002,2.9975
160.2520,0.008,2.9975
160.2540,0.002,2.9975
160.2560,0.01,2.9975
160.2580,0.008,2.9975
160.2600,0.002,2.9985
160.2620,0.01,2.9975
160.2640,0.004,2.997
160.2660,0.012,2.9975
160.2680,0.008,2.9975
160.2700,0.008,2.9975
160.2720,0,2.9975
160.2740,0.01,2.9985
160.2760,0.004,2.9975
160.2780,0.01,2.9975
160.2800,0.004,2.9975
160.2820,0.002,2.9975
160.2840,0.008,2.9985
160.2860,0.008,2.9975
160.2880,0.008,2.9975
160.2900,0.008,2.9975
160.2920,0.004,2.9985
160.2940,0.008,2.9975
160.2960,0.004,2.9975
160.2980,0.004,2.9975
160.3000,0.004,2.997
160.3020,0.004,2.9975
160.3040,0.004,2.9975
160.3060,0.004,2.9985
160.3080,0.004,2.9975
160.3100,0.012,2.9975
160.3120,0.004,2.9975
160.3140,0.004,2.9975
160.3160,0.01,2.9975
160.3180,0.004,2.9975
160.3200,0.008,2.997
160.3220,0.01,2.9975
160.3240,0.004,2.9975
160.3260,0.012,2.997
160.3280,0.012,2.9975
160.3300,0.01,2.9975
160.3320,0.004,2.9975
160.3340,0.008,2.9975
160.3360,0.012,2.9975
160.3380,0,2.997
160.3400,0.002,2.9975
160.3420,0.004,2.9985
160.3440,0.004,2.997
160.3460,0.01,2.9975
160.3480,0,2.997
160.3500,0.004,2.9975
160.3520,0.01,2.9975
160.3540,0.004,2.9975
160.3560,0.004,2.9975
160.3580,0.004,2.9985
160.3600,0.008,2.9975
160.3620,0.004,2.9985
160.3640,0.01,2.9975
160.3660,0.002,2.997
160.3680,0.008,2.997
160.3700,0.008,2.9975
160.3720,0.012,2.9975
160.3740,0.008,2.9975
160.3760,0.002,2.9975
160.3780,0.004,2.9975
160.3800,0.204,2.9985
160.3820,0.018,2.9985
160.3840,0.008,2.997
160.3860,0,2.9975
160.3880,0.004,2.997
160.3900,0.008,2.9975
160.3920,0.012,2.9975
160.3940,0.004,2.9975
160.3960,0.008,2.9975
160.3980,0.008,2.9975
160.4000,0.012,2.9975
160.4020,0.004,2.9975
160.4040,0,2.997
160.4060,0,2.9985
160.4080,0.008,2.9975
160.4100,0.008,2.997
160.4120,0.008,2.9975
160.4140,0.008,2.9975
160.4160,0.004,2.997
160.4180,0.012,2.9975
160.4200,0.01,2.9975
160.4220,0.012,2.9975
160.4240,0.002,2.9975
160.4260,0.008,2.997
160.4280,0.008,2.9975
160.4300,0.004,2.997
160.4320,0.004,2.9985
160.4340,0.008,2.9975
160.4360,0.016,2.9985
160.4380,0.01,2.9975
160.4400,0.004,2.9975
160.4420,0,2.9975
160.4440,0.012,2.9985
160.4460,0.004,2.9975
160.4480,0.004,2.9975
160.4500,0.004,2.9975
160.4520,0.004,2.9975
160.4540,0.012,2.9975
160.4560,0.012,2.9975
160.4580,0.01,2.9975
160.4600,0.012,2.9975
160.4620,0.008,2.9975
160.4640,0.008,2.9975
160.4660,0.01,2.9985
160.4680,0.004,2.9975
160.4700,0.008,2.997
160.4720,0.012,2.9975
160.4740,0.01,2.9975
160.4760,0.008,2.9975
160.4780,-0.002,2.9985
160.4800,0.002,2.9975
160.4820,0.008,2.9975
160.4840,0.01,2.9975
160.4860,0.004,2.9975
160.4880,0,2.9975
160.4900,0.016,2.9975
160.4920,0.01,2.997
160.4940,0.004,2.9975
160.4960,0.008,2.9975
160.4980,0.004,2.9975
160.5000,0.008,2.9975
160.5020,0.004,2.9975
160.5040,0.004,2.9975
160.5060,0.008,2.997
160.5080,0.01,2.9975
160.5100,0.01,2.9975
160.5120,0.01,2.9985
160.5140,0.008,2.997
160.5160,0.01,2.9975
160.5180,0.008,2.9975
160.5200,0.004,2.9975
160.5220,0.002,2.9975
160.5240,0.01,2.9975
160.5260,0.01,2.9975
160.5280,0.008,2.9975
160.5300,0.008,2.9975
160.5320,0.004,2.9975
160.5340,0.004,2.9965
160.5360,0.008,2.997
160.5380,0.008,2.9975
160.5400,0.01,2.9975
160.5420,0.01,2.997
160.5440,0.016,2.9975
160.5460,0.008,2.9985
160.5480,0.008,2.9975
160.5500,0.002,2.9975
160.5520,0.008,2.9975
160.5540,0.004,2.9975
160.5560,0.004,2.9985
160.5580,0.01,2.9975
160.5600,0.01,2.997
160.5620,0.004,2.9975
160.5640,0.004,2.9975
160.5660,0.01,2.9975
160.5680,0.002,2.9975
160.5700,0.01,2.9975
160.5720,0.002,2.9975
160.5740,0.012,2.9975
160.5760,0.004,2.997
160.5780,0.004,2.9985
160.5800,0.004,2.9975
160.5820,0.008,2.997
160.5840,0.01,2.9985
160.5860,0.016,2.9985
160.5880,0.002,2.9975
160.5900,0.004,2.9975
160.5920,0.004,2.9985
160.5940,0.01,2.9975
160.5960,0.008,2.9975
160.5980,0.004,2.9985
160.6000,0.012,2.9975
160.6020,0.01,2.9985
160.6040,0.008,2.9985
160.6060,0.002,2.9975
160.6080,-0.002,2.9975
160.6100,0.01,2.9975
160.6120,0.004,2.9975
160.6140,0.016,2.997
160.6160,0.01,2.9975
160.6180,0.008,2.9975
160.6200,0.012,2.9975
160.6220,0.004,2.9975
160.6240,0.002,2.997
160.6260,0.012,2.9975
160.6280,0.008,2.9975
160.6300,0.002,2.9975
160.6320,0.004,2.9975
160.6340,0.004,2.9985
160.6360,0.004,2.997
160.6380,0.002,2.9975
160.6400,0.012,2.9975
160.6420,0.01,2.9975
160.6440,0.008,2.9975
160.6460,0.008,2.997
160.6480,0.004,2.9975
160.6500,0,2.997
160.6520,0.012,2.9985
160.6540,0.01,2.9985
160.6560,0.002,2.9985
160.6580,0.01,2.9975
160.6600,0.008,2.9975
160.6620,0.002,2.9975
160.6640,0.008,2.9975
160.6660,0.01,2.9975
160.6680,0.008,2.9975
160.6700,0.008,2.9975
160.6720,0.008,2.997
160.6740,0.01,2.9975
160.6760,0.004,2.9975
160.6780,0.008,2.9975
160.6800,0.008,2.9975
160.6820,0.004,2.9975
160.6840,0.01,2.9975
160.6860,0.01,2.997
160.6880,0.008,2.9985
160.6900,0.004,2.997
160.6920,0.002,2.9975
160.6940,0.012,2.9975
160.6960,0.002,2.997
160.6980,0,2.9985
160.7000,0.008,2.9975
160.7020,0.002,2.9975
160.7040,0.01,2.997
160.7060,0.008,2.9975
160.7080,0.004,2.9975
160.7100,0.002,2.9975
160.7120,0.004,2.9975
160.7140,0.008,2.9975
160.7160,0.004,2.997
160.7180,0.002,2.9985
160.7200,0.002,2.9985
160.7220,0.01,2.9975
160.7240,0.008,2.9975
160.7260,0.002,2.9975
160.7280,0.008,2.997
160.7300,0.004,2.9975
160.7320,0.008,2.9985
160.7340,0.008,2.9975
160.7360,0.008,2.9975
160.7380,0.008,2.9985
160.7400,0.004,2.9975
160.7420,0.008,2.9975
160.7440,0.008,2.9985
160.7460,0.016,2.9975
160.7480,0.008,2.9975
160.7500,0.004,2.9975
160.7520,0.016,2.9975
160.7540,0.002,2.9985
160.7560,0.004,2.9975
160.7580,0.008,2.9975
160.7600,0.004,2.9985
160.7620,0.01,2.9975
160.7640,0.008,2.997
160.7660,0.01,2.9975
160.7680,0.008,2.9975
160.7700,0.01,2.9975
160.7720,0.004,2.997
160.7740,0.008,2.9975
160.7760,0.012,2.9985
160.7780,0.012,2.9985
160.7800,0.012,2.9975
160.7820,-0.002,2.9975
160.7840,0.008,2.9975
160.7860,0.004,2.9975
160.7880,0.002,2.9975
160.7900,0.002,2.9985
160.7920,0.008,2.9985
160.7940,0.01,2.9985
160.7960,0.002,2.9985
160.7980,0.002,2.997
160.8000,0.004,2.997
160.8020,0.01,2.9975
160.8040,0.008,2.9975
160.8060,0.008,2.9975
160.8080,0.008,2.9975
160.8100,0.008,2.9975
160.8120,0.01,2.9975
160.8140,0.002,2.9975
160.8160,0.008,2.9975
160.8180,0.158,2.9975
160.8200,0.008,2.9975
160.8220,0.008,2.9985
160.8240,0.008,2.9975
160.8260,0.01,2.997
160.8280,0.002,2.9975
160.8300,0.002,2.9975
160.8320,0.008,2.997
160.8340,0.004,2.9975
160.8360,0.01,2.9975
160.8380,0.008,2.9975
160.8400,0.004,2.9975
160.8420,0.01,2.9975
160.8440,0.01,2.9985
160.8460,0.01,2.9975
160.8480,0.01,2.997
160.8500,0.004,2.9975
160.8520,0.01,2.997
160.8540,0.008,2.997
160.8560,0.004,2.997
160.8580,0.004,2.9975
160.8600,0.002,2.9975
160.8620,0.008,2.9975
160.8640,0.004,2.997
160.8660,0.004,2.9975
160.8680,0.004,2.997
160.8700,0.01,2.9975
160.8720,0.004,2.997
160.8740,0.004,2.9975
160.8760,0.008,2.9975
160.8780,0.01,2.9985
160.8800,0.01,2.9985
160.8820,0.002,2.997
160.8840,0.008,2.9975
160.8860,0.008,2.997
160.8880,0.004,2.9975
160.8900,0.004,2.9975
160.8920,0.004,2.9975
160.8940,0,2.9975
160.8960,0.004,2.997
160.9000,0.008,2.9975
160.9020,0.01,2.9975
160.9040,0.004,2.9975
160.9060,0.008,2.997
160.9080,0.002,2.997
160.9100,0.204,2.9975
160.9120,0.004,2.9975
160.9140,0.012,2.9975
160.9160,0.004,2.9975
160.9180,0.012,2.9975
160.9200,0.008,2.997
160.9220,0.004,2.9975
160.9240,0.01,2.9975
160.9260,0.01,2.9975
160.9280,0.01,2.997
160.9300,0.01,2.997
160.9320,0.004,2.9975
160.9340,0.012,2.9975
160.9360,0.002,2.9975
160.9380,0.01,2.9975
160.9400,0.01,2.9975
160.9420,0.008,2.9975
160.9440,0.008,2.9975
160.9460,0.01,2.9975
160.9480,0.008,2.9975
160.9500,0.008,2.9975
160.9520,0.01,2.9975
160.9540,0.012,2.9975
