Time (s),Main Avg Current (mA),Main Avg Voltage (V)
12.5820,0.006,2.9975
12.5840,0.008,2.9975
12.5860,0.204,2.9975
12.5880,0.008,2.997
12.5900,0.006,2.9975
12.5920,0.006,2.997
12.5940,0.004,2.9975
12.5960,0.014,2.997
12.5980,0.008,2.9985
12.6000,0.006,2.9975
12.6020,0.006,2.9975
12.6040,0.006,2.9975
12.6060,0.012,2.9975
12.6080,0.014,2.9975
12.6100,0.18,2.9975
12.6120,11.806,2.9975
12.6140,7.432,2.9975
12.6160,0.016,2.9975
12.6180,0.008,2.9985
12.6200,0.016,2.9975
12.6220,0.012,2.9985
12.6240,0.012,2.9975
12.6260,0.006,2.9975
12.6280,0.006,2.9975
12.6300,0.014,2.9975
12.6320,0.008,2.9975
12.6340,0.008,2.9975
12.6360,0.008,2.9975
12.6380,0.012,2.9975
12.6400,0.012,2.9985
12.6420,0.006,2.9975
12.6440,0.006,2.9975
12.6460,0.008,2.9975
12.6480,0.014,2.9975
12.6500,0.008,2.9975
12.6520,0.012,2.9975
12.6540,0.012,2.9975
12.6560,0.214,2.9985
12.6580,0.008,2.9975
12.6600,0.014,2.9975
12.6620,0.008,2.9975
12.6640,0.012,2.997
12.6660,0.006,2.9975
12.6680,0.004,2.997
12.6700,0.014,2.9985
12.6720,0.014,2.9985
12.6740,0.014,2.9975
12.6760,0.012,2.9975
12.6780,0.012,2.9965
12.6800,0.012,2.9975
12.6820,0.006,2.997
12.6840,0.006,2.9975
12.6860,0.012,2.9975
12.6880,0.006,2.997
12.6900,0.012,2.997
12.6920,0.006,2.9975
12.6940,0.012,2.9975
12.6960,0.008,2.997
12.6980,0.016,2.9975
12.7000,0.012,2.9975
12.7020,0.008,2.9975
12.7040,0.012,2.997
12.7060,0.008,2.9975
12.7080,0.012,2.997
12.7100,0.012,2.9975
12.7120,0.004,2.9985
12.7140,0.008,2.9975
12.7160,0.014,2.997
12.7180,0.016,2.9975
12.7200,0.004,2.9985
12.7220,0.006,2.997
12.7240,0.012,2.9975
12.7260,0.042,2.9975
12.7280,0.012,2.9975
12.7300,0.008,2.9975
12.7320,0.008,2.9975
12.7340,0.008,2.9975
12.7360,0.016,2.997
12.7380,0.014,2.9985
12.7400,0.006,2.9975
12.7420,0.004,2.9975
12.7440,0.016,2.9975
12.7460,0.012,2.9975
12.7480,0.012,2.997
12.7500,0.008,2.9975
12.7520,0.008,2.9985
12.7540,0.02,2.9975
12.7560,0.012,2.9975
12.7580,0.012,2.9975
12.7600,0.014,2.9985
12.7620,0.008,2.9975
12.7640,0.012,2.997
12.7660,0.008,2.9985
12.7680,0.014,2.9975
12.7700,0.008,2.9975
12.7720,0.012,2.997
12.7740,0.006,2.9975
12.7760,0.006,2.9975
12.7780,0.008,2.9975
12.7800,0.012,2.9975
12.7820,0.008,2.9985
12.7840,0.014,2.9975
12.7860,0.012,2.9975
12.7880,0.014,2.9975
12.7900,0.014,2.9975
12.7920,0.006,2.9975
12.7940,0.012,2.9975
12.7960,0.028,2.9985
12.7980,0.006,2.9975
12.8000,0.012,2.997
12.8020,0.012,2.9985
12.8040,0.014,2.9975
12.8060,0.012,2.9985
12.8080,0.012,2.9975
12.8100,0.008,2.9975
12.8120,0.016,2.9985
12.8140,0.012,2.9975
12.8160,0.008,2.9975
12.8180,0.014,2.9985
12.8200,0.008,2.9975
12.8220,0.006,2.997
12.8240,0.008,2.9975
12.8260,0.008,2.9975
12.8280,0.014,2.9985
12.8300,0.012,2.9985
12.8320,0.014,2.9965
12.8340,0.008,2.9975
12.8360,0.006,2.9975
12.8380,0.014,2.9975
12.8400,0.006,2.9975
12.8420,0.012,2.9975
12.8440,0.008,2.9975
12.8460,0.014,2.9985
12.8480,0.016,2.9985
12.8500,0.014,2.997
12.8520,0.012,2.9975
12.8540,0.014,2.9985
12.8560,0.02,2.9985
12.8580,0.006,2.9975
12.8600,0.008,2.997
12.8620,0.012,2.9985
12.8640,0.012,2.9985
12.8660,0.014,2.9985
12.8680,0.014,2.9975
12.8700,0.008,2.9975
12.8720,0.008,2.9975
12.8740,0.008,2.9985
12.8760,0.012,2.997
12.8780,0.008,2.9975
12.8800,0.004,2.997
12.8820,0.012,2.997
12.8840,0.004,2.9975
12.8860,0.008,2.9975
12.8880,0.006,2.9975
12.8900,0.008,2.9975
12.8920,0.012,2.9985
12.8940,0.014,2.9975
12.8960,0.008,2.9975
12.8980,0.014,2.997
12.9000,-0.002,2.997
12.9020,0.012,2.9975
12.9040,0.008,2.9975
12.9060,0.012,2.997
12.9080,0.012,2.9975
12.9100,0.008,2.9975
12.9120,0.022,2.9985
12.9140,0.014,2.9975
12.9160,0.014,2.997
12.9180,0.014,2.9975
12.9200,0.014,2.997
12.9220,0.014,2.9985
12.9240,0.014,2.997
12.9260,0.008,2.997
12.9280,0.006,2.9975
12.9300,0.006,2.9985
12.9320,0.008,2.9975
12.9340,0.006,2.9985
12.9360,0.014,2.9975
12.9380,0.012,2.9975
12.9400,0.006,2.9975
12.9420,0.012,2.9985
12.9440,0.012,2.9975
12.9460,0.008,2.9975
12.9480,0.014,2.997
12.9500,0.008,2.9985
12.9520,0.008,2.9975
12.9540,0.012,2.9975
12.9560,0.008,2.9975
12.9580,0.008,2.9975
12.9600,0.012,2.9985
12.9620,0.008,2.9975
12.9640,0.012,2.9975
12.9660,0.012,2.9975
12.9680,0.012,2.997
12.9700,0.008,2.9975
12.9720,0.012,2.9975
12.9740,0.006,2.997
12.9760,0.006,2.9975
12.9780,0.008,2.9985
12.9800,0.012,2.9975
12.9820,0.008,2.9975
12.9840,0.008,2.997
12.9860,0.016,2.9975
12.9880,0.016,2.9985
12.9900,0.012,2.9985
12.9920,0.012,2.9985
12.9940,0.008,2.9975
12.9960,0.012,2.9975
12.9980,0.006,2.9975
13.0000,0.012,2.9975
13.0020,0.016,2.9985
13.0040,0.016,2.9975
13.0060,0.012,2.9975
13.0080,0.006,2.997
13.0100,0.008,2.9975
13.0120,0.014,2.9975
13.0140,0.014,2.9985
13.0160,0.012,2.9975
13.0180,0.008,2.9975
13.0200,0.012,2.997
13.0220,0.008,2.997
13.0240,0.004,2.9975
13.0260,0.012,2.9985
13.0280,0.016,2.9985
13.0300,0.006,2.9975
13.0320,0.006,2.9975
13.0340,0.008,2.997
13.0360,0.012,2.9975
13.0380,0.012,2.9975
13.0400,0.012,2.9975
13.0420,0.008,2.9975
13.0440,0.006,2.9965
13.0460,0.008,2.9975
13.0480,0.012,2.9975
13.0500,0.012,2.9975
13.0520,0.016,2.9975
13.0540,0.008,2.997
13.0560,0.004,2.997
13.0580,0.012,2.9975
13.0600,0.016,2.9985
13.0620,0.012,2.9985
13.0640,0.014,2.9975
13.0660,0.012,2.9975
13.0680,0.008,2.997
13.0700,0.012,2.9975
13.0720,0.012,2.9985
13.0740,0.014,2.997
13.0760,0.012,2.9975
13.0780,0.012,2.9975
13.0800,0.014,2.9985
13.0820,0.014,2.9975
13.0840,0.014,2.9975
13.0860,0.02,2.9985
13.0880,0.012,2.9975
13.0900,0.012,2.9985
13.0920,0.012,2.9975
13.0940,0.012,2.9975
13.0960,0.008,2.9975
13.0980,0.008,2.9975
13.1000,0.012,2.9975
13.1020,0.008,2.9975
13.1040,0.016,2.9985
13.1060,0.012,2.9985
13.1080,0.008,2.9975
13.1100,0.008,2.9975
13.1120,0.016,2.9985
13.1140,0.008,2.9985
13.1160,0.014,2.9975
13.1180,0.012,2.9975
13.1200,0.008,2.9985
13.1220,0.02,2.9985
13.1240,0.004,2.9975
13.1260,0.008,2.9975
13.1280,0.012,2.9975
13.1300,0.006,2.9975
13.1320,0.016,2.997
13.1340,0.006,2.9975
13.1360,0.014,2.9975
13.1380,0.006,2.9975
13.1400,0.006,2.9975
13.1420,0.012,2.9975
13.1440,0.006,2.9975
13.1460,0.006,2.9975
13.1480,0.008,2.9975
13.1500,0.012,2.9975
13.1520,0.012,2.9985
13.1540,0.014,2.9985
13.1560,0.006,2.9975
13.1580,0.008,2.9975
13.1600,0.012,2.9975
13.1620,0.006,2.9975
13.1640,0.008,2.9975
13.1660,0.014,2.9985
13.1680,0.012,2.9975
13.1700,0.012,2.997
13.1720,0.004,2.9975
13.1740,0.016,2.9975
13.1760,0.012,2.9985
13.1780,0.02,2.9985
13.1800,0.012,2.997
13.1820,0.012,2.9975
13.1840,0.012,2.997
13.1860,0.012,2.9975
13.1880,0.014,2.9975
13.1900,0.012,2.9975
13.1920,0.084,2.9975
13.1940,0.016,2.997
13.1960,0.016,2.9975
13.1980,0.008,2.9975
13.2000,0.016,2.9975
13.2020,0.008,2.9975
13.2040,0.004,2.9975
13.2060,0.012,2.9975
13.2080,0.008,2.9985
13.2100,0,2.9975
13.2120,0.004,2.9975
13.2140,0.02,2.997
13.2160,0.014,2.9985
13.2180,0.016,2.9975
13.2200,0.006,2.9975
13.2220,0.008,2.9975
13.2240,0.012,2.997
13.2260,0.012,2.997
13.2280,0.014,2.9975
13.2300,0.014,2.9975
13.2320,0.006,2.9975
13.2340,0.014,2.9975
13.2360,0.014,2.997
13.2380,0.014,2.9975
13.2400,0.012,2.9975
13.2420,0.012,2.9975
13.2440,0.008,2.9975
13.2460,0.006,2.9975
13.2480,0.012,2.9975
13.2500,0.008,2.9975
13.2520,0.008,2.9975
13.2540,0.014,2.9975
13.2560,0.008,2.9975
13.2580,0.008,2.9975
13.2600,0.008,2.9985
13.2620,0.012,2.997
13.2640,0.016,2.997
13.2660,0.008,2.9975
13.2680,0.02,2.9985
13.2700,0.012,2.9975
13.2720,0.012,2.9975
13.2740,0.012,2.9975
13.2760,0.008,2.9975
13.2780,0.006,2.9975
13.2800,0.008,2.9975
13.2820,0,2.9975
13.2840,0.012,2.9975
13.2860,0.012,2.997
13.2880,0.012,2.9975
13.2900,0.016,2.9975
13.2920,0.006,2.9975
13.2940,0.012,2.997
13.2960,0.016,2.9975
13.2980,0.008,2.997
13.3000,0.012,2.9975
13.3020,0.014,2.9985
13.3040,0.02,2.9985
13.3060,0.014,2.9975
13.3080,0.016,2.9975
13.3100,0.008,2.9975
13.3120,0.012,2.9975
13.3140,0.012,2.9985
13.3160,0.012,2.9975
13.3180,0.012,2.9975
13.3200,0.004,2.9975
13.3220,0.012,2.9975
13.3240,0.008,2.9975
13.3260,0.02,2.9975
13.3280,0.006,2.9975
13.3300,0.014,2.9985
13.3320,0.012,2.9975
13.3340,0.014,2.9975
13.3360,0.008,2.997
13.3380,0.014,2.9975
13.3400,0.012,2.9975
13.3420,0.014,2.9975
13.3440,0.02,2.997
13.3460,0.014,2.9975
13.3480,0.014,2.9975
13.3500,0.014,2.9985
13.3520,0.004,2.997
13.3540,0.014,2.9985
13.3560,0.006,2.9975
13.3580,0.014,2.9975
13.3600,0.012,2.9975
13.3620,0.016,2.9975
13.3640,0.012,2.9975
13.3660,0.008,2.9975
13.3680,0.014,2.9985
13.3700,0.014,2.9985
13.3720,0.012,2.9975
13.3740,0.016,2.9975
13.3760,0.012,2.9975
13.3780,0.014,2.9985
13.3800,0.014,2.9975
13.3820,0.004,2.9975
13.3840,0.014,2.997
13.3860,0.012,2.9975
13.3880,0.014,2.9975
13.3900,0.008,2.9975
13.3920,0.012,2.9985
13.3940,0.012,2.9985
13.3960,0.016,2.997
13.3980,0.014,2.9975
13.4000,0.016,2.997
13.4020,0.006,2.9975
13.4040,0.012,2.997
13.4060,0.012,2.9985
13.4080,0.006,2.997
13.4100,0.012,2.9975
13.4120,0.02,2.9975
13.4140,0.014,2.9985
13.4160,0.024,2.9975
13.4180,0.006,2.9975
13.4200,0.012,2.9975
13.4220,0.012,2.9985
13.4240,0.008,2.9975
13.4260,0.016,2.9975
13.4280,0.008,2.9975
13.4300,0.02,2.9975
13.4320,0.008,2.9975
13.4340,0.014,2.9975
13.4360,0.014,2.9975
13.4380,0.012,2.9975
13.4400,0.008,2.9975
13.4420,0.014,2.9975
13.4440,0.008,2.9975
13.4460,0.016,2.997
13.4480,0.006,2.997
13.4500,0.012,2.9975
13.4520,0.022,2.9975
13.4540,0.006,2.9975
13.4560,0.02,2.9985
13.4580,0.014,2.9975
13.4600,0.016,2.9975
13.4620,0.008,2.9975
13.4640,0.014,2.997
13.4660,0.006,2.9975
13.4680,0.006,2.9975
13.4700,0.016,2.9975
13.4720,0.014,2.9985
13.4740,0.014,2.9985
13.4760,0.012,2.9975
13.4780,0.006,2.997
13.4800,0.008,2.997
13.4820,0.014,2.997
13.4840,0.014,2.9985
13.4860,0.012,2.9975
13.4880,0.022,2.9975
13.4900,0.012,2.9975
13.4920,0.012,2.9975
13.4940,0.008,2.9975
13.4960,0.012,2.9975
13.4980,0.004,2.9975
13.5000,0.016,2.9985
13.5020,0.012,2.9975
13.5040,0.014,2.9985
13.5060,0.012,2.9975
13.5080,0,2.997
13.5100,0.006,2.9975
13.5120,0,2.9975
13.5140,0.012,2.9975
13.5160,0.004,2.9975
13.5180,0.008,2.997
13.5200,0.012,2.9975
13.5220,0.006,2.9975
13.5240,0.016,2.9975
13.5260,0.012,2.9975
13.5280,0.012,2.997
13.5300,0.008,2.9975
13.5320,0.008,2.9975
13.5340,0.016,2.9975
13.5360,0.016,2.9985
13.5380,0.012,2.997
13.5400,0.006,2.9975
13.5420,0.008,2.9975
13.5440,0.008,2.997
13.5460,0.006,2.9975
13.5480,0.006,2.9975
13.5500,0.012,2.9975
13.5520,0.014,2.9985
13.5540,0.012,2.9985
13.5560,0.012,2.997
13.5580,0.016,2.9985
13.5600,0.008,2.9975
13.5620,0.008,2.9975
13.5640,0.012,2.9975
13.5660,0.012,2.9985
13.5680,0.012,2.9975
13.5700,0.006,2.9975
13.5720,0.008,2.9975
13.5740,0.008,2.9975
13.5760,0.014,2.9975
13.5780,0.016,2.9975
13.5800,0.016,2.9975
13.5820,0.014,2.9975
13.5840,0.008,2.9975
13.5860,0.008,2.9975
13.5880,0.014,2.997
13.5900,0.012,2.9985
13.5920,0.008,2.9975
13.5940,0.008,2.9985
13.5960,0.012,2.9975
13.5980,0.014,2.9975
13.6000,0.008,2.997
13.6020,0.008,2.9985
13.6040,0.008,2.9975
13.6060,0.008,2.9985
13.6080,0.008,2.9985
13.6100,0.008,2.9985
13.6120,0.006,2.997
13.6140,0.014,2.9975
13.6160,0.186,2.997
13.6180,2.144,2.997
13.6200,5.126,2.9975
13.6220,0.014,2.9975
13.6240,0.006,2.9975
13.6260,0.008,2.9985
13.6280,0.02,2.9975
13.6300,0.008,2.9975
13.6320,0.012,2.997
13.6340,0,2.997
13.6360,0.014,2.9975
13.6380,0.02,2.9985
13.6400,0.014,2.9975
13.6420,0.008,2.9975
13.6440,0.012,2.9975
13.6460,0.008,2.997
13.6480,0.006,2.997
13.6500,0.008,2.9975
13.6520,0.014,2.997
13.6540,0.008,2.9985
13.6560,0.014,2.9975
13.6580,0.006,2.9985
13.6600,0.012,2.997
13.6620,0.208,2.997
13.6640,0.012,2.9975
13.6660,0.012,2.997
13.6680,0.012,2.9975
13.6700,0.008,2.9975
13.6720,0.014,2.9985
13.6740,0.008,2.9985
13.6760,0.014,2.9975
13.6780,0.014,2.9975
13.6800,0.012,2.9975
13.6820,0.012,2.997
13.6840,0.004,2.9975
13.6860,0.012,2.9975
13.6880,0.014,2.9975
13.6900,0.006,2.9975
13.6920,0.016,2.9975
13.6940,0.012,2.9975
13.6960,0.016,2.9985
13.6980,0.008,2.997
13.7000,0.008,2.9975
13.7020,0.016,2.9975
13.7040,0.014,2.9975
13.7060,0.012,2.9975
13.7080,0.006,2.9975
13.7100,0.012,2.9975
13.7120,0.006,2.997
13.7140,0.012,2.9975
13.7160,0.012,2.9975
13.7180,0.024,2.9975
13.7200,0.008,2.9975
13.7220,0.014,2.9985
13.7240,0.012,2.997
13.7260,0.008,2.9975
13.7280,0.012,2.9975
13.7300,0.008,2.9975
13.7320,0.014,2.9975
13.7340,0.008,2.9985
13.7360,0.016,2.9985
13.7380,0.014,2.9975
13.7400,0.006,2.9975
13.7420,0.004,2.9975
13.7440,0.014,2.9985
13.7460,0.012,2.9975
13.7480,0.012,2.9975
13.7500,0.006,2.9975
13.7520,0.012,2.9975
13.7540,0.008,2.9975
13.7560,0.008,2.9975
13.7580,0.016,2.9975
13.7600,0.014,2.9975
13.7620,0.012,2.997
13.7640,0.014,2.9975
13.7660,0.012,2.9975
13.7680,0.006,2.9975
13.7700,0.004,2.9975
13.7720,0.008,2.9975
13.7740,0.014,2.9975
13.7760,0.012,2.997
13.7780,0.012,2.9975
13.7800,0.008,2.9975
13.7820,0.008,2.9985
13.7840,0.014,2.9975
13.7860,0.006,2.9975
13.7880,0.008,2.9975
13.7900,0.012,2.9975
13.7920,0.014,2.9985
13.7940,0.014,2.997
13.7960,0.012,2.9975
13.7980,0.014,2.9975
13.8020,0.008,2.9985
13.8040,0.004,2.9975
13.8060,0.012,2.997
13.8080,0.016,2.9975
13.8100,0.01,2.9975
13.8120,0.01,2.997
13.8140,0.002,2.9975
13.8160,0.012,2.997
13.8180,0.008,2.9975
13.8200,0.01,2.9985
13.8220,0.01,2.9985
13.8240,0.004,2.9975
13.8260,0.016,2.997
13.8280,0.01,2.9975
13.8300,0.008,2.9975
13.8320,0.016,2.9985
13.8340,0.01,2.9985
13.8360,0.012,2.9985
13.8380,0.012,2.9975
13.8400,0.01,2.9985
13.8420,0.008,2.9975
13.8440,0.008,2.9975
13.8460,0.008,2.9975
13.8480,0.208,2.9985
13.8500,0.012,2.9975
13.8520,0.01,2.9975
13.8540,0.016,2.9985
13.8560,0.004,2.9975
13.8580,0.004,2.9975
13.8600,0.01,2.9975
13.8620,0.012,2.9975
13.8640,0.008,2.9975
13.8660,0.012,2.9965
13.8680,0.008,2.9975
13.8700,0.012,2.997
13.8720,0.01,2.9975
13.8740,0.012,2.997
13.8760,0.01,2.9975
13.8780,0.012,2.9975
13.8800,0.016,2.997
13.8820,0.012,2.9985
13.8840,0.01,2.997
13.8860,0.01,2.997
13.8880,0.01,2.9975
13.8900,0.004,2.9975
13.8920,0.008,2.9975
13.8940,0.01,2.9975
13.8960,0.008,2.9975
13.8980,0.012,2.9975
13.9000,0.004,2.9975
13.9020,0.008,2.9975
13.9040,0.016,2.9975
13.9060,0.01,2.9975
13.9080,0.01,2.9975
13.9100,0.002,2.997
13.9120,0.01,2.9975
13.9140,0.008,2.9975
13.9160,0.01,2.9975
13.9180,0.212,2.9985
13.9200,0.01,2.9985
13.9220,0.01,2.9975
13.9240,0.016,2.9985
13.9260,0.012,2.9975
13.9280,0.016,2.9985
13.9300,0.004,2.997
13.9320,0.008,2.9975
13.9340,0.012,2.9975
13.9360,0.01,2.9975
13.9380,0.012,2.9985
13.9400,0.016,2.9975
13.9420,0.012,2.997
13.9440,0.01,2.9975
13.9460,0.01,2.9975
13.9480,0.008,2.9985
13.9500,0.008,2.9975
13.9520,0.01,2.9985
13.9540,0.008,2.9975
13.9560,0.01,2.997
13.9580,0.008,2.9985
13.9600,0.008,2.9975
13.9620,0.012,2.997
13.9640,0.01,2.9985
13.9660,0.008,2.9975
13.9680,0,2.9975
13.9700,0.01,2.9975
13.9720,0.012,2.9975
13.9740,0.008,2.9975
13.9760,0.01,2.999
13.9780,0.012,2.9975
13.9800,0.01,2.997
13.9820,0.004,2.997
13.9840,0.008,2.9975
13.9860,0.004,2.997
13.9880,0.004,2.9975
13.9900,0.01,2.9975
13.9920,0.012,2.9975
13.9940,0.01,2.9985
13.9960,0.01,2.9975
13.9980,0.01,2.9975
14.0000,0.004,2.9985
14.0020,0.012,2.9975
14.0040,0.004,2.9975
14.0060,0.01,2.9985
14.0080,0.008,2.9975
14.0100,0.01,2.9975
14.0120,0.012,2.9975
14.0140,0.01,2.9975
14.0160,0.008,2.9975
14.0180,0.008,2.9985
14.0200,0.004,2.9975
14.0220,0.012,2.9975
14.0240,0.004,2.9975
14.0260,0.016,2.9985
14.0280,0.01,2.997
14.0300,0.004,2.9975
14.0320,0.01,2.9975
14.0340,0.012,2.997
14.0360,0.004,2.997
14.0380,0.008,2.9975
14.0400,0.012,2.9975
14.0420,0.008,2.997
14.0440,0.008,2.9985
14.0460,0.01,2.9985
14.0480,0.018,2.9975
14.0500,0.008,2.9975
14.0520,0.01,2.9975
14.0540,0.01,2.9985
14.0560,0.016,2.9975
14.0580,0.004,2.9975
14.0600,0.008,2.9975
14.0620,0.008,2.9975
14.0640,0.012,2.9985
14.0660,0.012,2.9975
14.0680,0.012,2.9975
14.0700,0.004,2.9975
14.0720,0.012,2.9985
14.0740,0.008,2.997
14.0760,0.008,2.9975
14.0780,0.004,2.9985
14.0800,0.016,2.9985
14.0820,0.004,2.997
14.0840,0.002,2.9985
14.0860,0.012,2.9975
14.0880,0.004,2.9975
14.0900,0.01,2.9975
14.0920,0.004,2.9975
14.0940,0.016,2.9975
14.0960,0.008,2.9975
14.0980,0.01,2.9975
14.1000,0.004,2.9975
14.1020,0.008,2.9975
14.1040,0.016,2.997
14.1060,0.008,2.9975
14.1080,0.016,2.9975
14.1100,0.01,2.9975
14.1120,0.008,2.9975
14.1140,0.012,2.9975
14.1160,0.01,2.997
14.1180,0.01,2.9975
14.1200,0.002,2.9975
14.1220,0.008,2.9975
14.1240,0.004,2.9975
14.1260,0.008,2.9975
14.1280,0.01,2.9975
14.1300,0.008,2.9975
14.1320,0.008,2.997
14.1340,0.012,2.9985
14.1360,0.008,2.9985
14.1380,0.012,2.997
14.1400,0.012,2.9975
14.1420,0.01,2.9975
14.1440,0.012,2.9975
14.1460,0.01,2.9985
14.1480,0.008,2.9975
14.1500,0.012,2.9975
14.1520,0.018,2.9975
14.1540,0.01,2.997
14.1560,0.01,2.9975
14.1580,0.008,2.9975
14.1600,0.01,2.9975
14.1620,0.004,2.997
14.1640,0.01,2.9975
14.1660,0.008,2.9975
14.1680,0.002,2.9975
14.1700,0.01,2.9975
14.1720,0.008,2.9975
14.1740,0.012,2.9975
14.1760,0.004,2.9975
14.1780,0.008,2.997
14.1800,0.01,2.9975
14.1820,0.004,2.9975
14.1840,0.012,2.9975
14.1860,0.008,2.9975
14.1880,0.012,2.9975
14.1900,0.01,2.9975
14.1920,0.008,2.9975
14.1940,0.012,2.9975
14.1960,0.01,2.997
14.1980,0.012,2.9985
14.2000,0.004,2.9975
14.2020,0.008,2.9985
14.2040,0.01,2.9975
14.2060,0.012,2.9975
14.2080,0.01,2.9975
14.2100,0.01,2.9975
14.2120,0.018,2.9975
14.2140,0.012,2.9975
14.2160,0.01,2.9975
14.2180,0.012,2.9975
14.2200,0.008,2.9975
14.2220,0.01,2.9975
14.2240,0.012,2.9975
14.2260,0.008,2.997
14.2280,0.008,2.9975
14.2300,0.018,2.997
14.2320,0.012,2.9975
14.2340,0.008,2.9975
14.2360,0.004,2.997
14.2380,0.01,2.9975
14.2400,0.008,2.9985
14.2420,0.008,2.9985
14.2440,0.008,2.9975
14.2460,0.004,2.9975
14.2480,0.008,2.997
14.2500,0.008,2.9975
14.2520,0.016,2.9975
14.2540,0.01,2.9975
14.2560,0.008,2.9975
14.2580,0.012,2.9975
14.2600,0.012,2.9975
14.2620,0.008,2.9975
14.2640,0.008,2.9975
14.2660,0.01,2.9975
14.2680,0.012,2.9975
14.2700,0.01,2.997
14.2720,0.016,2.9975
14.2740,0.01,2.9985
14.2760,0.01,2.9975
14.2780,0.01,2.9975
14.2800,0.008,2.9975
14.2820,0.012,2.9975
14.2840,0.01,2.997
14.2860,0.012,2.9975
14.2880,0.018,2.9985
14.2900,0.016,2.9985
14.2920,0.012,2.997
14.2940,0.01,2.9985
14.2960,0.01,2.9975
14.2980,0.01,2.9975
14.3000,0.012,2.997
14.3020,0.01,2.9975
14.3040,0.008,2.9975
14.3060,0.01,2.9975
14.3080,0.01,2.9975
14.3100,0.01,2.9975
14.3120,0.012,2.997
14.3140,0.004,2.9975
14.3160,0.004,2.9985
14.3180,0.008,2.9975
14.3200,0.002,2.9985
14.3220,0.01,2.9975
14.3240,0.004,2.9975
14.3260,0.002,2.9975
14.3280,0.01,2.9975
14.3300,0.01,2.997
14.3320,0.01,2.9975
14.3340,0.008,2.9975
14.3360,0.002,2.9975
14.3380,0.004,2.9985
14.3400,0.002,2.997
14.3420,0.01,2.9975
14.3440,0.004,2.9975
14.3460,0.01,2.997
14.3480,0.01,2.9975
14.3500,0.012,2.9985
14.3520,0.01,2.9975
14.3540,0.008,2.9975
14.3560,0.01,2.997
14.3580,0.002,2.997
14.3600,0.004,2.9975
14.3620,0.016,2.9975
14.3640,0.01,2.9985
14.3660,0.01,2.997
14.3680,0.01,2.9975
14.3700,0.016,2.997
14.3720,0.008,2.9975
14.3740,0.01,2.9975
14.3760,0.01,2.9975
14.3780,0.01,2.9975
14.3800,0.01,2.9985
14.3820,0.01,2.9975
14.3840,0.058,2.9985
14.3860,0.012,2.9985
14.3880,0.01,2.9975
14.3900,0.002,2.9975
14.3920,0.004,2.9975
14.3940,0.012,2.9975
14.3960,0.01,2.997
14.3980,0.016,2.9975
14.4000,0.016,2.997
14.4020,0.008,2.9975
14.4040,0.016,2.9985
14.4060,0.01,2.9975
14.4080,0.01,2.9975
14.4100,0.01,2.9975
14.4120,0.004,2.9985
14.4140,0.01,2.9975
14.4160,0.016,2.9975
14.4180,0.008,2.9975
14.4200,0.008,2.9975
14.4220,0.004,2.9975
14.4240,0.012,2.9975
14.4260,0.018,2.9975
14.4280,0.018,2.9975
14.4300,0.012,2.9975
14.4320,0.016,2.9985
14.4340,0.01,2.9975
14.4360,0.002,2.9985
14.4380,0.008,2.9985
14.4400,0.01,2.9985
14.4420,0.016,2.9975
14.4440,0.016,2.9975
14.4460,0.012,2.9985
14.4480,0.01,2.997
14.4500,0.016,2.997
14.4520,0.012,2.997
14.4540,0.016,2.9975
14.4560,0.004,2.9975
14.4580,0.012,2.9985
14.4600,0.012,2.9975
14.4620,0.012,2.9975
14.4640,0.01,2.9975
14.4660,0.008,2.9975
14.4680,0.012,2.9975
14.4700,0.01,2.9975
14.4720,0.004,2.9975
14.4740,0.02,2.9985
14.4760,0.008,2.9975
14.4780,0.01,2.9985
14.4800,0.01,2.9975
14.4820,0.01,2.9975
14.4840,0.008,2.9975
14.4860,0.008,2.9975
14.4880,0.012,2.9975
14.4900,0.01,2.9975
14.4920,0.004,2.9975
14.4940,0.01,2.9975
14.4960,0.01,2.9975
14.4980,0.01,2.9975
14.5000,0.01,2.997
14.5020,0.008,2.9975
14.5040,0.01,2.9975
14.5060,0.018,2.9975
14.5080,0.01,2.999
14.5100,0.012,2.9985
14.5120,0.01,2.9985
14.5140,0.004,2.9975
14.5160,0.004,2.9985
14.5180,0.01,2.9975
14.5200,0.016,2.9975
14.5220,0.01,2.9985
14.5240,0.012,2.9985
14.5260,0.016,2.997
14.5280,0.01,2.9975
14.5300,0.01,2.9975
14.5320,0.004,2.9975
14.5340,0.016,2.9975
14.5360,0.008,2.9975
14.5380,0.07,2.9985
14.5400,0.008,2.9975
14.5420,0.008,2.9975
14.5440,0.01,2.9975
14.5460,0.01,2.9975
14.5480,0.01,2.9985
14.5500,0.012,2.997
14.5520,0.01,2.997
14.5540,0.012,2.9975
14.5560,0.008,2.997
14.5580,0.01,2.9985
14.5600,0.01,2.9985
14.5620,0.004,2.9985
14.5640,0.008,2.9975
14.5660,0.012,2.9975
14.5680,0.008,2.9975
14.5700,0.004,2.9985
14.5720,0.008,2.9975
14.5740,0.008,2.9975
14.5760,0.012,2.9975
14.5780,0.004,2.9975
14.5800,0.012,2.9985
14.5820,0.012,2.9975
14.5840,0.012,2.9975
14.5860,0.008,2.997
14.5880,0.01,2.9975
14.5900,0.01,2.9975
14.5920,0.016,2.9985
14.5940,0.01,2.9985
14.5960,0.01,2.9975
14.5980,0.008,2.997
14.6000,0.004,2.9985
14.6020,0.01,2.997
